listing_id,description,Room_type
270139,"Private Room Very Near L train, Bushwick",private Room
270231,Cozy New York  City private room,private Room
270315,Bed-stuy Royal Room,private Room
270345,SUPER CUTE EAST VILLAGE APARTMENT,entire home/apt
270680,GREAP STUDIO / 4PPL IN MIDTOWN,private Room
271083,Sleep & Wake near Botanical Gardens,entire home/apt
271128,Tranquil in the heart of Brooklyn 2,private Room
271130,Tranquil in the heart of Brooklyn 1,private Room
271954,Beautiful brownstone apartment,entire home/apt
272427,Spacious room on charming block in Greenpoint!,private Room
272738,Guest Room in Authentic Williamsburg Factory Loft,private Room
274062,Beautiful Room Near Central Park!,private Room
274329,Fantastic 1-bedroom basement apt.,entire home/apt
274376,"Private Clinton Hill, Brooklyn Apt",entire home/apt
275976,Lovely 2 bedroom apartment with backyard access,entire home/apt
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",entire home/apt
276482,Comfortable Manhattanville.,private Room
277207,Beautiful lrg 1800's syle apt share,private Room
277370,Location wins for East Village Apt,entire home/apt
278090,Furnished room for rent - Manhattan,private Room
279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,entire home/apt
279969,Cozy Brownstone Inn I(studio),entire home/apt
281756,Authentic NY Charming Artist Loft,entire home/apt
281851,Beautiful Private Bedroom - Downstairs,private Room
282443,QT STUDIO FOR ROMANTIC COUPLES,entire home/apt
282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",private Room
282863,Cozy & Charming Boerum Hill Flat,entire home/apt
282977,Park Slope Brooklyn!  Sunny Bedroom.,private Room
283550,Hells Kitchen Ground Fl 1-bedroom,entire home/apt
284855,Charming Apt in the Best Location!,entire home/apt
286662,Charming Brooklyn Studio,entire home/APT
287397,Bed Stuy Pride! Welcome to Brooklyn,entire home/apt
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,entire home/APT
287481,Bright Loft Apt w Skylight in Wburg,entire home/apt
287839,"Cozy, beautiful doormen studio-",entire home/apt
287845,Carroll Gardens Gem-2BD with Garden,entire home/apt
289288,Perfect East Village Apartment,entire home/apt
289995,Zen Minimalist w/Garden- Bedford L Stop,entire home/apt
290457,Between Two Bridges 2BD -Whole Apt!,entire home/apt
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,entire home/apt
292047,Gorgeous pvt room in West Village,private Room
292266,Sunny and spacious bedroom,private Room
293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",entire home/APT
294227,Loft Suite @ The Box House Hotel,entire home/apt
294242,Loft Suite @ The Box House Hotel,entire home/APT
294250,Beautiful New Garden Apartment,entire home/apt
294259,Loft Suite @ Box House Hotel,entire home/apt
294263,Loft Suite @ The Box House Hotel,entire home/apt
294280,Loft Suite @ The Box House Hotel,entire home/apt
294297,"Lovely apt in Williamsburg, BK",entire home/apt
294353,Williamsburg HUGE SUNNY next2train!,private Room
294490,Loft Suite @ Box House Hotel,entire home/apt
295379,Have Whole Apt! Prime Williamsburg!,entire home/apt
295998,Panoramic View Central Park & NYC,entire home/apt
296345,E Williamsburg Apartment with Yard,private Room
296361,Nice Private Room Beauty in Queens,private Room
298759,Large Double Room  Queenbed Wifi,private Room
299078,Charming 1BD in SoHo,entire home/apt
299531,Feel like you never leave your home,entire home/apt
301034,Furnished Bedroom with private half bath,private Room
302057,Sunny private room featured in film,private Room
303345,The best studio in town,entire home/apt
304799,Penthouse Studio by Central Park,entire home/APT
305211,Your Own 2 Br Apt Bedford and Grand,entire home/APT
306799,2 rooms; private entrance & bath!,private Room
310272,"Private Room in Artist's Home, Stapleton, SI",private Room
310325,Large Sunny Bedroom with Bay Window,private Room
310338,Harlem/Hamilton Heights Sunny Room,private Room
310524,Clinton Hill Duplex near Pratt w/Balcony!,private Room
310796,"Sunny 1 BR, West 80s & Central Park",entire home/APT
311343,COMFORTABLE ROOM,private Room
311356,Charming Ridgewood Soulful  Walk-Up,private Room
312429,"Comfortable, well-appointed room",private Room
313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,entire home/apt
314982,Share in NYC's trendy East Village,private Room
316238,Historic Brooklyn 2-Bedroom Apt,entire home/apt
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,entire home/apt
317905,Come and go as  you please in BKLN!,entire home/apt
318021,Room in Huge 1200sf W Harlem Suite,private Room
318187,"Huge, Sunny, Open Loft in Brooklyn",entire home/apt
319724,Cozy Nook in Heart of Williamsburg,private Room
319798,Peaceful Room...,private Room
319844,Cute Room in Historic Loft!,private Room
320865,Harlem on the Range,entire home/APT
320876,Amazing Park Slope Duplex with Deck,entire home/apt
322037,"Luxury Williamsburg, Brooklyn LOFT",entire home/apt
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,private Room
322974,Chelsea/Meat Packing  Artist Space!,private Room
324115,Large Master Bedroom - Williamsburg,private Room
325429,Lovely Upper East Yorkville 1 BDRM,entire home/apt
326832,Cozy Upper East Side Studio,entire home/apt
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",private Room
327778,NYC Summer Discount  1 BR Gramercy Apt,entire home/apt
328040,"Awesome views, Central location",entire home/APT
328693,Spacious Manhattan Apartment near Central Park,entire home/apt
328744,Entire Apt: Sunny 2bd! 15min to NYC,entire home/apt
329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",private Room
333189,Charming private room in New-York,private Room
333323,Cozy bedroom near Times Square,private Room
334607,Artist's Flat in Historic Building #10263,entire home/apt
334781,Queen size sofa bed in Harlem,private Room
335797,Bklyn 6 Beds 1 Bathroom Rental 2,entire home/apt
335819,Bklyn 4 Beds 1 Bathroom Rental 3,entire home/apt
335820,4 Beds 2 Bathrooms Rental 1,entire home/apt
336220,Stylish & Quiet NYC Retreat!,private Room
341525,TIMES SQUARE MASTER BEDROOM!,private Room
342027,Serenity amidst the busy city,entire home/APT
342995,Unique private room and bathroom in Brownstone,private Room
343276,TIMES SQUARE HOUSE!,private Room
347865,ARTY 2 BED EAST VILLAGE GEM,entire home/apt
351859,Exquisite Spacious Studio in Midtown,entire home/apt
352651,COMFORTABLE LARGE ROOM,private Room
352864,Cute Private room in Upper East Side #14,private Room
353317,Lower East Side 1bedroom apt in NYC,entire home/apt
354095,Large Beautiful East Village 1-Bdrm,entire home/apt
355106,Big room near Prospect Park! NY!,private Room
357509,Manhattan -  Best Location in Midtown,entire home/apt
359982,Sunny private room right off L train,private Room
360400,Beautiful Room in Manhattan Loft,private Room
364275,Den of Zen at The Denizen Bushwick,private Room
367810,1400sf Manhattan View Artistic Loft,private Room
369411,"ingef?§ra hus! Private room Williamsburg, Brooklyn",private Room
369567,Private MasterBR w/ View of Museum,private Room
369671,LUXURY 2BD/2BTH - HUGE PATIO,entire home/apt
373618,Authentic designer loft/roof deck best Williamsbrg,private Room
374548,Sunny Retreat with Roof Garden,entire home/apt
375249,Enjoy Staten Island Hospitality,private Room
378460,Cozy 2 BD in Midtown West,entire home/apt
380416,Park Slope Sunny Studio,entire home/apt
382524,Cozy room with private bathroom & outside garden,private Room
385190,"Beautiful 1 bdrm, Inwood Manhattan",private Room
385824,New York City- Riverdale Modern two bedrooms unit,entire home/apt
386555,A PLACE TO STAY CLOSE TO MANHATTAN,private Room
386744,Great room priv/bathrm Eastside location 70's ST,private Room
387377,THERE'S NO PLACE LIKE HOME.........,entire home/apt
387666,Cozy home in vibrant Manhattan,private Room
387735,LOCATION LOCATION LOCATION Sara's,entire home/apt
391955,Charming brownstone apartment,entire home/apt
392948,Williamsburg near soho .support artist living,private Room
393016,Your Times Square Sanctuary,private Room
393094,Designer studio in Luxury Building,entire home/apt
396636,Stylish Designer Studio with Piano,entire home/apt
398283,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",entire home/APT
399946,Light Superhosted Chill LES Apt,private Room
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",entire home/apt
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",entire home/apt
403056,Large Private Room Near Central Park & Mount Sinai,private Room
403264,Luxury room in Manhattan Duplex Apt,private Room
403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",entire home/apt
404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,private Room
404923,Private Garden Entry,entire home/apt
405025,LUXE Priv?© L.I.C. Apt & Garden,entire home/apt
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",entire home/apt
406926,Nolita apt. with private garden,entire home/apt
407469,BROWNSTONE TWO IN BROOKLYN in NYC,private Room
408983,Brooklyn Brownstone full floor/garden ProspectPark,entire home/apt
409262,"Family friendly,  steps to subway, large garden :)",entire home/apt
409293,Private Sunny Room Near Central Park & Mount Sinai,private Room
411336,"""Simple Perfect Soho""",entire home/apt
411525,Beautiful Room + Private Balcony,private Room
411918,"3 BR apartment Crown Heights, BKLYN",entire home/apt
412061,Brownstone Sunny & Spacious top fl,entire home/apt
413504,Perfect NYC/Williamsburg Location,private Room
413775,Midtown East Sutton Area Entire Apt,entire home/apt
414801,Industrial Brooklyn Loft with Tree-Lined Windows,entire home/apt
416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",entire home/APT
417685,Bright and Quiet 2 BR in Park Slope,entire home/apt
418291,"Cozy, bright 1BR avail. in East Village apartment",private Room
419373,Stylish Loft w/Lovely Backyard,entire home/apt
419792,Great Apt IDEAL Location 900 SF,entire home/apt
424667,Luxury room + En-suite bath in Times Sq/Midtown W,private Room
424767,"Chic, Spacious Loft + Backyard",entire home/apt
428226,Bright & Vibrant- The BK experience,private Room
431865,Elegant Uptown Historic District Garden Apartment,entire home/apt
433218,Lovely 1 bdrm in Prospect Heights!,entire home/apt
433414,Spacious & Sunny in Prime Brooklyn,entire home/apt
433914,1 Bedroom Apt - Close to JFK & City,entire home/APT
434792,"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",entire home/APT
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,entire home/apt
436619,"Tranquil, Artsy, Sunny Bedroom",private Room
436824,Room in Harlem,private Room
438513,Big Beautiful Brooklyn Apt @ Park!,entire home/apt
442636,"Private,Affordable, 20 min to NYC!",entire home/apt
443646,Classy 2.5 BR Brownstone w/ Garden,entire home/apt
446367,"Best Block, NYC!  July 25-Aug 18",entire home/apt
448048,"1 BR, Book it 1st then write me",private Room
449034,Spacious Loft 5 min to Union Square,private Room
449130,Your Own Private Entrance Studio in Stylish Duplex,private Room
449660,Art & Music Salon,private Room
450009,Lavender Joy Room in Duplex!,private Room
450577,1 bdrm brownstone-west 70's-1 block Central Park,entire home/apt
450578,Serene Room...,private Room
452541,Brooklyn Apartment Windsor Terrace,entire home/apt
453094,Bedroom with Garden at the Back,private Room
453255,"Exciting Lower East Side, Loft Life",entire home/apt
454929,UNION SQUARE‚ù§Ô?èPENTHOUSE 2FL+TERRACE‚ù§Ô?èEAST VIllAGE,entire home/APT
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",entire home/apt
456190,"West Village Loft, 1st floor",entire home/apt
456526,Central Harlem Comfy Bedroom with Private Bath,private Room
457829,Beautiful apartment in the heart of The Village,entire home/apt
458154,"Cozy private room, williamsburg NYC",private Room
458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,entire home/apt
459066,******AMAZING DEAL IN NYC*****,entire home/apt
460036,Great DEAL Gramercy 1 BDROOM /2beds,entire home/apt
460999,Beautiful duplex apt in Harlem,entire home/apt
466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",entire home/apt
466457,"Bright, Bedstuy Gem",entire home/apt
467569,Curated 1BR on the prettiest block of the LES,entire home/apt
467634,yahmanscrashpads,shared Room
467866,"Our NY home, Greenwich Village apt",private Room
470090,Studio Apt. Lower East - Manhattan,entire home/apt
470370,PRIVATE ROOM NEW YORK,private Room
471712,Beautiful Sunny Apartment in South Harlem,private Room
471914,Brooklyn one-bedroom right by Prospect Park!,private Room
472546,Cozy place,entire home/apt
473592,AMAZING Private 1stop away from NYC 1 block Subway,private Room
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
476983,"PRIVATE Room in Spacious, Quiet Apt",private Room
478053,Great LES / Chinatown bedroom,private Room
478385,Sunny Midtown East Apt w/ a Loft!!!,entire home/apt
479002,Brooklyn Brownstone w/ Beautiful Garden,entire home/APT
479263,Mini Loft Williamsburg Bkln-Bedford,entire home/APT
479867,Williamsburg 2b apartment with deck,entire home/apt
481022,Super Cute Junior 1BR in LES!!,entire home/apt
482765,Beautiful Brooklyn Brownstone,private Room
483414,Best double Room all included wifi,private Room
483485,Downtown Full Floor Loft,entire home/apt
483505,Perfect & Stylish Williamsburg Apt,entire home/apt
484312,Loft-Like Park Slope 3bdr Duplex,entire home/apt
488083,Nice apartment with a deck!,entire home/apt
489018,Lovely Central East Village 2 Person Entire Apt,entire home/apt
489365,PRIME LOCATION STYLISH COMFORT,entire home/apt
489924,South Slope Private Bedroom,private Room
489965,A Gem in Harlem - Modern Living,private Room
491123,Cozy Love Nest Prospect Heights,private Room
491529,3 bdrm family friendly home in central Park Slope,entire home/apt
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,entire home/APT
493177,Two Bridges District Chinatown NYC,entire home/apt
493611,Huge sunny artist loft +roof garden,entire home/apt
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",entire home/apt
495249,10min Walk & 15mins to Tourist Spot,private Room
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",entire home/APT
498052,Modern private room in condominium,private Room
498859,"NYC 30 min by Subway, Brooklyn 2",entire home/apt
500845,Trendy Nest in the East Village,entire home/apt
500886,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,private Room
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,private Room
501098,Private Bedroom in Wooden House,private Room
501693,Room w/pvt bathroom on Central Park,private Room
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",private Room
502429,Park Slope duplex with backyard,entire home/apt
503529,HEART OF SOHO The Perfect One Bedroom Apt,entire home/apt
503722,Hip Stylish WIlliamsburg Studio,entire home/apt
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,entire home/APT
504362,1760 Sq ft Penthouse apartment,entire home/apt
504437,The biggest small apt in Manhattan,entire home/apt
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,private Room
506121,Cozy Room in Lively East Village,private Room
506527,Modern Sunny 2 Bedroom Apartment,entire home/APT
506571,Large sunny 1br apt in East Village,entire home/APT
506575,Bronx Room Near Yankees + Harlem,private Room
507393,Ready private furnished room w/Wifi,private Room
